0,0,0,0,1,0.00012460520609530582,0,0,1,0.00032902247052167744,0,0,1,0.00015317005450555,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0.06791411047374234,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0.004421196266115761,0,0,1,1.128925713390014,0,0
0,0,0,0,7,0.3702894310353844,1,0.0006927548630038679,7,2.355498428988807,0,0,5,0.022834671735780045,3,0.08921803770430446
0,0,0,0,9,0.07198774763781092,1,0.001164766912767383,7,0.005200279811015403,0,0,6,0.0003437551317353059,2,0.03753902637131944
0,0,0,0,1,0.036634735233274526,0,0,1,0.1355497268648493,0,0,1,0.014980466408411882,0,0
0,0,0,0,1,0.07390314444000001,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,5.120543416673615,0,0,0,0,0,0,1,0.8516112296128684,0,0
0,0,0,0,1,0.2863183306216754,0,0,2,0.5436810521412643,0,0,3,0.030813174578287705,0,0
0,0,0,0,3,205.45379265716304,1,0.8727722318672168,0,0,3,53.811309658157604,2,11.070687049586118,3,0.07474674504967056
0,0,0,0,0,0,1,0.001086535257338831,0,0,1,0.5980031052374088,0,0,1,0.07072688807575234
0,0,0,0,7,6.33640448622076,0,0,6,9.46039982151499,3,1.944547811797433,8,7.303598065590558,3,0.06930171650474914
0,0,0,0,0,0,2,0.1440481547468611,2,4.965266131288885,0,0,0,0,3,0.23611153873907237
0,0,0,0,0,0,0,0,1,1.9474558750229825,0,0,0,0,0,0
0,0,0,0,6,13.057099654091685,1,0.001120852780309055,6,10.086871379984762,2,1.6494875153644653,5,0.7983855702306639,1,0.017484567437043134
0,0,0,0,9,0.38469080222247487,0,0,7,0.18331206140802353,0,0,10,0.2345834034877311,3,0.11081688304284126
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,9,0.07456822782420938,1,0.0009520985123822048,7,0.4657853439124853,0,0,9,0.04683563194904868,2,0.04675340347689901
0,0,0,0,0,0,0,0,0,0,0,0,1,0.1355677877697734,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.04384999192225281
0,0,0,0,1,0.334090643953437,2,0.17651795768897163,1,0.01978820149051175,4,2.9947608475216834,1,0.04634960462181801,1,0.010788190649465176
0,0,0,0,6,0.2944365978191512,5,0.2416518647932167,5,0.42031596859482634,2,1.3566258520947514,5,0.3653574869745764,5,0.17070985883558912
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,1.3374137766724026,0,0,1,4.05573759,0,0
0,0,0,0,2,0.9430926559420209,0,0,0,0,1,0.812427502743531,1,0.07244890508222097,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0.24229377102422503,0,0,0,0,0,0,1,0.8125678010765842,0,0
0,0,0,0,7,0.008042838764021598,0,0,8,0.03043141465336638,0,0,14,2.057642394667348,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0.193847656282583,0,0,0,0,2,0.4812616470113123,0,0,1,0.11105849876209734
